pop_size,mutation_rate,crossover_rate,run_id,generation,best_fitness,avg_fitness,best_string,distance_to_target,total_time_sec,found
50,0.001,0.5,1,1000,60,59.3,11010000000101000100111011111101,4,0.44017791748046875,0
50,0.001,0.5,2,1000,58,56.88,11000000010001100110100111110111,6,0.3772289752960205,0
50,0.001,0.5,3,1000,54,52.96,01110100000111010000101011110101,10,0.40080714225769043,0
50,0.001,0.5,4,1000,60,59.64,01010001000101000100101101111111,4,0.3781895637512207,0
50,0.001,0.5,5,1000,56,52.44,11010010110011000100101000111011,8,0.38851094245910645,0
50,0.001,0.5,6,1000,58,57.0,11010100000001100110101001111110,6,0.3860199451446533,0
50,0.001,0.5,7,1000,58,57.52,01010011000011000100100101111111,6,0.37050628662109375,0
50,0.001,0.5,8,1000,58,54.78,11010000100001000101110111101011,6,0.378448486328125,0
50,0.001,0.5,9,1000,58,57.04,11010001001101000100100110101111,6,0.3889319896697998,0
50,0.001,0.5,10,1000,58,56.74,11010100001001100000100011111111,6,0.38338613510131836,0
50,0.001,0.7,1,1000,58,56.42,11011000000010001100101110111110,6,0.39800190925598145,0
50,0.001,0.7,2,1000,60,58.24,01000001000101000100101111111111,4,0.39736032485961914,0
50,0.001,0.7,3,1000,60,57.74,11011000000101000100001111110111,4,0.42329955101013184,0
50,0.001,0.7,4,1000,60,57.48,10010001001001000100101111101111,4,0.41542553901672363,0
50,0.001,0.7,5,1000,58,55.76,10010001001001000100110011111111,6,0.399029016494751,0
50,0.001,0.7,6,1000,56,55.16,01010001100101000110100101011111,8,0.4330885410308838,0
50,0.001,0.7,7,1000,60,57.52,11010000010001000001001111111111,4,0.4053184986114502,0
50,0.001,0.7,8,1000,56,54.64,11001010010001000100111001110111,8,0.4238898754119873,0
50,0.001,0.7,9,1000,58,56.14,11011101000001000100001011111110,6,0.3973982334136963,0
50,0.001,0.7,10,1000,60,58.74,01010001000101000100101101111111,4,0.41316986083984375,0
50,0.001,0.9,1,1000,60,57.3,11010000100001001100101011111011,4,0.43323612213134766,0
50,0.001,0.9,2,1000,62,57.62,11010100000001000100001111111111,2,0.4312252998352051,0
50,0.001,0.9,3,1000,58,54.06,11010010000101001100001110101111,6,0.41875720024108887,0
50,0.001,0.9,4,1000,60,57.16,11010001000101000100100111101111,4,0.4183497428894043,0
50,0.001,0.9,5,1000,62,57.8,11010000100001000100101111110111,2,0.4299614429473877,0
50,0.001,0.9,6,1000,62,55.76,11010100000001000100101110111111,2,0.4212484359741211,0
50,0.001,0.9,7,1000,60,56.4,11110000000001000101101101111110,4,0.4424624443054199,0
50,0.001,0.9,8,1000,56,52.84,11110101000010000100101011101110,8,0.4167451858520508,0
50,0.001,0.9,9,1000,60,56.7,11010001001000000100101011111111,4,0.4178783893585205,0
50,0.001,0.9,10,1000,60,57.76,01110000000001010100100111111111,4,0.4188120365142822,0
50,0.005,0.5,1,894,64,60.46,11010000000001000100101111111111,0,0.34253478050231934,1
50,0.005,0.5,2,308,64,59.24,11010000000001000100101111111111,0,0.11846423149108887,1
50,0.005,0.5,3,135,64,58.98,11010000000001000100101111111111,0,0.05172276496887207,1
50,0.005,0.5,4,261,64,57.78,11010000000001000100101111111111,0,0.10180521011352539,1
50,0.005,0.5,5,884,64,60.92,11010000000001000100101111111111,0,0.3354783058166504,1
50,0.005,0.5,6,355,64,59.28,11010000000001000100101111111111,0,0.1339430809020996,1
50,0.005,0.5,7,192,64,57.5,11010000000001000100101111111111,0,0.07566452026367188,1
50,0.005,0.5,8,628,64,59.96,11010000000001000100101111111111,0,0.2455451488494873,1
50,0.005,0.5,9,788,64,60.22,11010000000001000100101111111111,0,0.30052614212036133,1
50,0.005,0.5,10,103,64,60.24,11010000000001000100101111111111,0,0.03867363929748535,1
50,0.005,0.7,1,146,64,56.86,11010000000001000100101111111111,0,0.05859827995300293,1
50,0.005,0.7,2,495,64,60.98,11010000000001000100101111111111,0,0.19765448570251465,1
50,0.005,0.7,3,889,64,58.48,11010000000001000100101111111111,0,0.37413859367370605,1
50,0.005,0.7,4,720,64,57.84,11010000000001000100101111111111,0,0.2855257987976074,1
50,0.005,0.7,5,1000,60,58.6,11010000001101000000101111101111,4,0.39865779876708984,0
50,0.005,0.7,6,133,64,58.02,11010000000001000100101111111111,0,0.053591251373291016,1
50,0.005,0.7,7,468,64,58.56,11010000000001000100101111111111,0,0.1863090991973877,1
50,0.005,0.7,8,309,64,60.68,11010000000001000100101111111111,0,0.12262487411499023,1
50,0.005,0.7,9,445,64,58.64,11010000000001000100101111111111,0,0.1770641803741455,1
50,0.005,0.7,10,99,64,57.24,11010000000001000100101111111111,0,0.0409703254699707,1
50,0.005,0.9,1,737,64,57.68,11010000000001000100101111111111,0,0.31464695930480957,1
50,0.005,0.9,2,1000,62,58.2,11010000000101000000101111111111,2,0.4336388111114502,0
50,0.005,0.9,3,953,64,57.86,11010000000001000100101111111111,0,0.40136075019836426,1
50,0.005,0.9,4,521,64,57.88,11010000000001000100101111111111,0,0.22249293327331543,1
50,0.005,0.9,5,1000,62,58.2,11010000000001000101101110111111,2,0.48745274543762207,0
50,0.005,0.9,6,485,64,56.4,11010000000001000100101111111111,0,0.2124035358428955,1
50,0.005,0.9,7,972,64,58.22,11010000000001000100101111111111,0,0.4286797046661377,1
50,0.005,0.9,8,259,64,57.0,11010000000001000100101111111111,0,0.11558771133422852,1
50,0.005,0.9,9,479,64,56.74,11010000000001000100101111111111,0,0.2123122215270996,1
50,0.005,0.9,10,1000,62,57.9,11010000000101000000101111111111,2,0.43419837951660156,0
50,0.01,0.5,1,217,64,58.22,11010000000001000100101111111111,0,0.08802461624145508,1
50,0.01,0.5,2,101,64,56.62,11010000000001000100101111111111,0,0.03982424736022949,1
50,0.01,0.5,3,306,64,58.34,11010000000001000100101111111111,0,0.12093710899353027,1
50,0.01,0.5,4,217,64,58.48,11010000000001000100101111111111,0,0.08654618263244629,1
50,0.01,0.5,5,276,64,58.68,11010000000001000100101111111111,0,0.10827207565307617,1
50,0.01,0.5,6,286,64,58.08,11010000000001000100101111111111,0,0.11917924880981445,1
50,0.01,0.5,7,134,64,58.0,11010000000001000100101111111111,0,0.05136871337890625,1
50,0.01,0.5,8,84,64,59.12,11010000000001000100101111111111,0,0.03457760810852051,1
50,0.01,0.5,9,165,64,57.22,11010000000001000100101111111111,0,0.06279706954956055,1
50,0.01,0.5,10,354,64,59.78,11010000000001000100101111111111,0,0.13519644737243652,1
50,0.01,0.7,1,460,64,57.38,11010000000001000100101111111111,0,0.18707633018493652,1
50,0.01,0.7,2,155,64,59.44,11010000000001000100101111111111,0,0.064300537109375,1
50,0.01,0.7,3,224,64,58.14,11010000000001000100101111111111,0,0.09233927726745605,1
50,0.01,0.7,4,90,64,57.3,11010000000001000100101111111111,0,0.03764081001281738,1
50,0.01,0.7,5,202,64,56.06,11010000000001000100101111111111,0,0.08173394203186035,1
50,0.01,0.7,6,254,64,55.52,11010000000001000100101111111111,0,0.10340690612792969,1
50,0.01,0.7,7,203,64,59.2,11010000000001000100101111111111,0,0.08271193504333496,1
50,0.01,0.7,8,88,64,58.3,11010000000001000100101111111111,0,0.03613543510437012,1
50,0.01,0.7,9,102,64,57.8,11010000000001000100101111111111,0,0.042615413665771484,1
50,0.01,0.7,10,116,64,56.7,11010000000001000100101111111111,0,0.047750234603881836,1
50,0.01,0.9,1,957,64,58.54,11010000000001000100101111111111,0,0.4136228561401367,1
50,0.01,0.9,2,309,64,58.4,11010000000001000100101111111111,0,0.132951021194458,1
50,0.01,0.9,3,372,64,57.36,11010000000001000100101111111111,0,0.1585075855255127,1
50,0.01,0.9,4,137,64,57.22,11010000000001000100101111111111,0,0.05845236778259277,1
50,0.01,0.9,5,412,64,57.52,11010000000001000100101111111111,0,0.17556357383728027,1
50,0.01,0.9,6,458,64,58.76,11010000000001000100101111111111,0,0.19405055046081543,1
50,0.01,0.9,7,161,64,57.28,11010000000001000100101111111111,0,0.06879448890686035,1
50,0.01,0.9,8,224,64,58.2,11010000000001000100101111111111,0,0.09529614448547363,1
50,0.01,0.9,9,330,64,58.02,11010000000001000100101111111111,0,0.14034223556518555,1
50,0.01,0.9,10,90,64,56.72,11010000000001000100101111111111,0,0.03819918632507324,1
100,0.001,0.5,1,1000,58,56.31,10011001000000000100111111011111,6,0.9156639575958252,0
100,0.001,0.5,2,1000,58,55.54,11010100100000000100011111101111,6,0.9206752777099609,0
100,0.001,0.5,3,1000,60,57.73,01010100000101000100101111111101,4,0.9046471118927002,0
100,0.001,0.5,4,1000,56,55.18,11011000001001010000111110011101,8,0.9183592796325684,0
100,0.001,0.5,5,1000,60,59.01,11011000000001000110101101111110,4,0.9365279674530029,0
100,0.001,0.5,6,1000,58,57.08,11010100001001000110100111110011,6,0.9842689037322998,0
100,0.001,0.5,7,1000,60,58.72,11010010000001010000101111110111,4,0.9797754287719727,0
100,0.001,0.5,8,1000,58,56.54,10010000010001010110001111111101,6,0.9341549873352051,0
100,0.001,0.5,9,1000,60,58.68,11010001001001000100101011111011,4,0.9534244537353516,0
100,0.001,0.5,10,1000,58,57.04,11010100001001010100101111110010,6,0.9752449989318848,0
100,0.001,0.7,1,863,64,57.98,11010000000001000100101111111111,0,0.8678927421569824,1
100,0.001,0.7,2,1000,62,59.36,11010000000011000100101110111111,2,1.3140270709991455,0
100,0.001,0.7,3,1000,60,58.37,11010001001001000100101111011011,4,0.9739522933959961,0
100,0.001,0.7,4,1000,60,58.88,11010000000001110100000111111111,4,0.9671506881713867,0
100,0.001,0.7,5,1000,60,56.55,11010000000001010100011111101111,4,1.0090358257293701,0
100,0.001,0.7,6,1000,58,55.7,01010100000001010100111011111101,6,0.9688913822174072,0
100,0.001,0.7,7,1000,60,56.51,11011000000001010100101011111101,4,1.0056648254394531,0
100,0.001,0.7,8,1000,58,56.65,11010010101001000100101101011110,6,0.977830171585083,0
100,0.001,0.7,9,1000,60,57.58,11011000000001000100011111111011,4,0.9649300575256348,0
100,0.001,0.7,10,1000,58,56.17,11011010000101000100101111110010,6,0.9544038772583008,0
100,0.001,0.9,1,1000,60,57.28,11010000001101000100101101011111,4,1.0056841373443604,0
100,0.001,0.9,2,1000,60,57.68,11010001001001000100101110110111,4,1.0106189250946045,0
100,0.001,0.9,3,1000,58,56.44,11010001001101000100101111100101,6,1.0267724990844727,0
100,0.001,0.9,4,1000,62,57.96,11010000100001000100101110111111,2,1.0127966403961182,0
100,0.001,0.9,5,1000,58,56.56,11010001001101000100101000111111,6,1.030968189239502,0
100,0.001,0.9,6,1000,62,57.72,11010000000001000101100111111111,2,1.0176291465759277,0
100,0.001,0.9,7,1000,60,57.72,01010000000101000000111111111111,4,1.016521692276001,0
100,0.001,0.9,8,1000,62,57.83,11010000010001000100101111110111,2,1.025552749633789,0
100,0.001,0.9,9,1000,60,58.35,10010001001001000100100111111111,4,1.010420560836792,0
100,0.001,0.9,10,1000,60,57.57,10010001001001000100101101111111,4,1.0509967803955078,0
100,0.005,0.5,1,60,64,59.47,11010000000001000100101111111111,0,0.06288599967956543,1
100,0.005,0.5,2,101,64,59.05,11010000000001000100101111111111,0,0.09596753120422363,1
100,0.005,0.5,3,259,64,59.44,11010000000001000100101111111111,0,0.2473151683807373,1
100,0.005,0.5,4,52,64,60.07,11010000000001000100101111111111,0,0.047895193099975586,1
100,0.005,0.5,5,148,64,58.89,11010000000001000100101111111111,0,0.13533425331115723,1
100,0.005,0.5,6,380,64,60.41,11010000000001000100101111111111,0,0.34821271896362305,1
100,0.005,0.5,7,297,64,59.45,11010000000001000100101111111111,0,0.2776656150817871,1
100,0.005,0.5,8,345,64,60.19,11010000000001000100101111111111,0,0.31723475456237793,1
100,0.005,0.5,9,121,64,59.81,11010000000001000100101111111111,0,0.10959815979003906,1
100,0.005,0.5,10,39,64,58.77,11010000000001000100101111111111,0,0.03552508354187012,1
100,0.005,0.7,1,251,64,59.17,11010000000001000100101111111111,0,0.2496356964111328,1
100,0.005,0.7,2,171,64,58.63,11010000000001000100101111111111,0,0.1672821044921875,1
100,0.005,0.7,3,165,64,58.51,11010000000001000100101111111111,0,0.1635150909423828,1
100,0.005,0.7,4,472,64,58.36,11010000000001000100101111111111,0,0.4631006717681885,1
100,0.005,0.7,5,106,64,58.18,11010000000001000100101111111111,0,0.1040031909942627,1
100,0.005,0.7,6,237,64,58.94,11010000000001000100101111111111,0,0.23150873184204102,1
100,0.005,0.7,7,362,64,59.26,11010000000001000100101111111111,0,0.36069774627685547,1
100,0.005,0.7,8,327,64,59.12,11010000000001000100101111111111,0,0.3211021423339844,1
100,0.005,0.7,9,385,64,59.83,11010000000001000100101111111111,0,0.37491917610168457,1
100,0.005,0.7,10,222,64,59.62,11010000000001000100101111111111,0,0.21970391273498535,1
100,0.005,0.9,1,700,64,57.09,11010000000001000100101111111111,0,0.7226731777191162,1
100,0.005,0.9,2,557,64,58.16,11010000000001000100101111111111,0,0.5727639198303223,1
100,0.005,0.9,3,420,64,59.45,11010000000001000100101111111111,0,0.4344146251678467,1
100,0.005,0.9,4,575,64,57.04,11010000000001000100101111111111,0,0.5994796752929688,1
100,0.005,0.9,5,595,64,58.15,11010000000001000100101111111111,0,0.610551118850708,1
100,0.005,0.9,6,1000,62,58.01,01010001000001000100101111111111,2,1.007138967514038,0
100,0.005,0.9,7,73,64,56.99,11010000000001000100101111111111,0,0.0731358528137207,1
100,0.005,0.9,8,1000,62,59.24,11010000000101000000101111111111,2,1.0396575927734375,0
100,0.005,0.9,9,100,64,57.18,11010000000001000100101111111111,0,0.10086297988891602,1
100,0.005,0.9,10,268,64,58.26,11010000000001000100101111111111,0,0.27465295791625977,1
100,0.01,0.5,1,92,64,59.56,11010000000001000100101111111111,0,0.0924692153930664,1
100,0.01,0.5,2,94,64,58.36,11010000000001000100101111111111,0,0.09381389617919922,1
100,0.01,0.5,3,73,64,59.37,11010000000001000100101111111111,0,0.06820964813232422,1
100,0.01,0.5,4,86,64,58.76,11010000000001000100101111111111,0,0.07938122749328613,1
100,0.01,0.5,5,148,64,59.2,11010000000001000100101111111111,0,0.13750600814819336,1
100,0.01,0.5,6,181,64,57.96,11010000000001000100101111111111,0,0.17301082611083984,1
100,0.01,0.5,7,119,64,58.43,11010000000001000100101111111111,0,0.11228823661804199,1
100,0.01,0.5,8,144,64,58.11,11010000000001000100101111111111,0,0.13275980949401855,1
100,0.01,0.5,9,167,64,58.77,11010000000001000100101111111111,0,0.15525054931640625,1
100,0.01,0.5,10,86,64,57.97,11010000000001000100101111111111,0,0.07924914360046387,1
100,0.01,0.7,1,98,64,57.07,11010000000001000100101111111111,0,0.09486532211303711,1
100,0.01,0.7,2,137,64,58.59,11010000000001000100101111111111,0,0.13275480270385742,1
100,0.01,0.7,3,47,64,58.2,11010000000001000100101111111111,0,0.04514431953430176,1
100,0.01,0.7,4,85,64,57.99,11010000000001000100101111111111,0,0.08195686340332031,1
100,0.01,0.7,5,47,64,57.18,11010000000001000100101111111111,0,0.04577040672302246,1
100,0.01,0.7,6,56,64,57.87,11010000000001000100101111111111,0,0.05480694770812988,1
100,0.01,0.7,7,188,64,58.17,11010000000001000100101111111111,0,0.18250489234924316,1
100,0.01,0.7,8,60,64,57.84,11010000000001000100101111111111,0,0.0592961311340332,1
100,0.01,0.7,9,65,64,58.36,11010000000001000100101111111111,0,0.06301760673522949,1
100,0.01,0.7,10,50,64,56.21,11010000000001000100101111111111,0,0.04844021797180176,1
100,0.01,0.9,1,75,64,57.4,11010000000001000100101111111111,0,0.07644963264465332,1
100,0.01,0.9,2,57,64,56.79,11010000000001000100101111111111,0,0.058804988861083984,1
100,0.01,0.9,3,108,64,57.91,11010000000001000100101111111111,0,0.11010193824768066,1
100,0.01,0.9,4,190,64,56.81,11010000000001000100101111111111,0,0.20988917350769043,1
100,0.01,0.9,5,99,64,56.85,11010000000001000100101111111111,0,0.10113644599914551,1
100,0.01,0.9,6,176,64,56.0,11010000000001000100101111111111,0,0.18058156967163086,1
100,0.01,0.9,7,152,64,58.43,11010000000001000100101111111111,0,0.15430092811584473,1
100,0.01,0.9,8,73,64,57.89,11010000000001000100101111111111,0,0.07541418075561523,1
100,0.01,0.9,9,80,64,56.47,11010000000001000100101111111111,0,0.08645486831665039,1
100,0.01,0.9,10,62,64,56.9,11010000000001000100101111111111,0,0.06281185150146484,1
200,0.001,0.5,1,1000,60,58.29,11010101000001000100101111010111,4,2.6111230850219727,0
200,0.001,0.5,2,1000,62,60.235,11010000000001100100101101111111,2,2.5054445266723633,0
200,0.001,0.5,3,1000,62,59.98,11010000000001000100111111111101,2,2.574570655822754,0
200,0.001,0.5,4,1000,62,59.77,11010010000001000100001111111111,2,2.527492046356201,0
200,0.001,0.5,5,1000,58,56.73,11110000000011010100101101011011,6,2.5012025833129883,0
200,0.001,0.5,6,1000,58,57.195,11110000000101010100101111110010,6,2.591482162475586,0
200,0.001,0.5,7,1000,60,58.48,11010001001001000100101011110111,4,2.523023843765259,0
200,0.001,0.5,8,1000,58,56.845,11010010000011010100101111110100,6,2.4881632328033447,0
200,0.001,0.5,9,1000,60,58.205,11010100100001000100101110111011,4,2.518123149871826,0
200,0.001,0.5,10,1000,58,56.11,01011010000001100100101111101101,6,2.5530271530151367,0
200,0.001,0.7,1,1000,62,60.065,11010000000101000100101111110111,2,2.6712334156036377,0
200,0.001,0.7,2,1000,60,57.57,11011000000011000100101110111101,4,2.8271443843841553,0
200,0.001,0.7,3,1000,60,57.6,11010000100001010100101011111110,4,2.6321980953216553,0
200,0.001,0.7,4,1000,60,58.26,11010001000101000100101111011011,4,2.6647229194641113,0
200,0.001,0.7,5,1000,60,58.22,11010001001001000100100111111011,4,2.6618120670318604,0
200,0.001,0.7,6,1000,60,58.385,11010000010001001100101101110111,4,2.6194443702697754,0
200,0.001,0.7,7,1000,60,58.465,11010001000101000100101101110111,4,2.611121416091919,0
200,0.001,0.7,8,1000,62,57.575,11010000010001000100101011111111,2,2.6081032752990723,0
200,0.001,0.7,9,1000,60,57.785,11010001000001010100101111110011,4,2.73234486579895,0
200,0.001,0.7,10,1000,58,56.63,11011001001001000100101110011110,6,2.7182581424713135,0
200,0.001,0.9,1,1000,60,58.515,11010000001101000000101101111111,4,2.863398551940918,0
200,0.001,0.9,2,1000,62,58.03,11010001000001000100101111110111,2,2.845749855041504,0
200,0.001,0.9,3,1000,62,57.485,11010000001001000100101111111101,2,2.85252046585083,0
200,0.001,0.9,4,1000,62,58.965,01110000000001000100101111111111,2,2.841379165649414,0
200,0.001,0.9,5,1000,58,56.745,11010001001101000100001111101011,6,2.8458869457244873,0
200,0.001,0.9,6,1000,62,58.365,11010000000101000100101111110111,2,2.860645055770874,0
200,0.001,0.9,7,1000,58,56.97,11010001001101000100101111100110,6,3.0034232139587402,0
200,0.001,0.9,8,666,64,57.435,11010000000001000100101111111111,0,1.8952116966247559,1
200,0.001,0.9,9,1000,62,57.61,11010100000001000100101101111111,2,2.8645081520080566,0
200,0.001,0.9,10,384,64,58.81,11010000000001000100101111111111,0,1.0897800922393799,1
200,0.005,0.5,1,550,64,59.87,11010000000001000100101111111111,0,1.41697096824646,1
200,0.005,0.5,2,80,64,59.66,11010000000001000100101111111111,0,0.20989298820495605,1
200,0.005,0.5,3,99,64,59.88,11010000000001000100101111111111,0,0.2619614601135254,1
200,0.005,0.5,4,287,64,59.695,11010000000001000100101111111111,0,0.7571158409118652,1
200,0.005,0.5,5,293,64,59.26,11010000000001000100101111111111,0,0.8201792240142822,1
200,0.005,0.5,6,93,64,59.475,11010000000001000100101111111111,0,0.2671842575073242,1
200,0.005,0.5,7,167,64,58.34,11010000000001000100101111111111,0,0.4369068145751953,1
200,0.005,0.5,8,80,64,58.43,11010000000001000100101111111111,0,0.2078390121459961,1
200,0.005,0.5,9,64,64,58.735,11010000000001000100101111111111,0,0.15943050384521484,1
200,0.005,0.5,10,137,64,59.31,11010000000001000100101111111111,0,0.3542506694793701,1
200,0.005,0.7,1,40,64,57.51,11010000000001000100101111111111,0,0.10814833641052246,1
200,0.005,0.7,2,24,64,56.64,11010000000001000100101111111111,0,0.06074213981628418,1
200,0.005,0.7,3,105,64,58.93,11010000000001000100101111111111,0,0.27489137649536133,1
200,0.005,0.7,4,145,64,59.125,11010000000001000100101111111111,0,0.37988758087158203,1
200,0.005,0.7,5,62,64,56.74,11010000000001000100101111111111,0,0.16001605987548828,1
200,0.005,0.7,6,73,64,59.42,11010000000001000100101111111111,0,0.18892574310302734,1
200,0.005,0.7,7,217,64,58.825,11010000000001000100101111111111,0,0.5683696269989014,1
200,0.005,0.7,8,50,64,56.75,11010000000001000100101111111111,0,0.12913966178894043,1
200,0.005,0.7,9,109,64,59.015,11010000000001000100101111111111,0,0.28270888328552246,1
200,0.005,0.7,10,134,64,60.205,11010000000001000100101111111111,0,0.3505263328552246,1
200,0.005,0.9,1,396,64,57.865,11010000000001000100101111111111,0,1.0716261863708496,1
200,0.005,0.9,2,121,64,57.375,11010000000001000100101111111111,0,0.3361213207244873,1
200,0.005,0.9,3,78,64,57.68,11010000000001000100101111111111,0,0.212050199508667,1
200,0.005,0.9,4,117,64,57.08,11010000000001000100101111111111,0,0.32416248321533203,1
200,0.005,0.9,5,311,64,58.55,11010000000001000100101111111111,0,0.8457727432250977,1
200,0.005,0.9,6,156,64,57.22,11010000000001000100101111111111,0,0.42040395736694336,1
200,0.005,0.9,7,213,64,58.565,11010000000001000100101111111111,0,0.581446647644043,1
200,0.005,0.9,8,67,64,57.495,11010000000001000100101111111111,0,0.1846926212310791,1
200,0.005,0.9,9,83,64,58.13,11010000000001000100101111111111,0,0.23771357536315918,1
200,0.005,0.9,10,120,64,57.405,11010000000001000100101111111111,0,0.331085205078125,1
200,0.01,0.5,1,58,64,57.74,11010000000001000100101111111111,0,0.14925789833068848,1
200,0.01,0.5,2,102,64,57.94,11010000000001000100101111111111,0,0.259368896484375,1
200,0.01,0.5,3,57,64,58.575,11010000000001000100101111111111,0,0.1430206298828125,1
200,0.01,0.5,4,62,64,57.405,11010000000001000100101111111111,0,0.15813589096069336,1
200,0.01,0.5,5,91,64,58.41,11010000000001000100101111111111,0,0.2336559295654297,1
200,0.01,0.5,6,34,64,57.62,11010000000001000100101111111111,0,0.0844264030456543,1
200,0.01,0.5,7,91,64,58.7,11010000000001000100101111111111,0,0.2374281883239746,1
200,0.01,0.5,8,31,64,58.065,11010000000001000100101111111111,0,0.07673835754394531,1
200,0.01,0.5,9,42,64,57.67,11010000000001000100101111111111,0,0.10451078414916992,1
200,0.01,0.5,10,65,64,57.225,11010000000001000100101111111111,0,0.16547846794128418,1
200,0.01,0.7,1,84,64,57.655,11010000000001000100101111111111,0,0.2238938808441162,1
200,0.01,0.7,2,51,64,56.835,11010000000001000100101111111111,0,0.13248538970947266,1
200,0.01,0.7,3,58,64,58.1,11010000000001000100101111111111,0,0.15273118019104004,1
200,0.01,0.7,4,114,64,58.615,11010000000001000100101111111111,0,0.3001077175140381,1
200,0.01,0.7,5,27,64,56.465,11010000000001000100101111111111,0,0.06906986236572266,1
200,0.01,0.7,6,87,64,58.12,11010000000001000100101111111111,0,0.23085260391235352,1
200,0.01,0.7,7,21,64,56.735,11010000000001000100101111111111,0,0.053612709045410156,1
200,0.01,0.7,8,28,64,57.615,11010000000001000100101111111111,0,0.08026504516601562,1
200,0.01,0.7,9,108,64,57.63,11010000000001000100101111111111,0,0.2866809368133545,1
200,0.01,0.7,10,80,64,58.42,11010000000001000100101111111111,0,0.20888471603393555,1
200,0.01,0.9,1,71,64,57.165,11010000000001000100101111111111,0,0.19264483451843262,1
200,0.01,0.9,2,101,64,57.825,11010000000001000100101111111111,0,0.27817463874816895,1
200,0.01,0.9,3,45,64,56.41,11010000000001000100101111111111,0,0.12191581726074219,1
200,0.01,0.9,4,132,64,56.95,11010000000001000100101111111111,0,0.3835110664367676,1
200,0.01,0.9,5,105,64,56.185,11010000000001000100101111111111,0,0.308135986328125,1
200,0.01,0.9,6,94,64,57.89,11010000000001000100101111111111,0,0.26397013664245605,1
200,0.01,0.9,7,92,64,56.71,11010000000001000100101111111111,0,0.260298490524292,1
200,0.01,0.9,8,33,64,57.045,11010000000001000100101111111111,0,0.08967947959899902,1
200,0.01,0.9,9,28,64,56.91,11010000000001000100101111111111,0,0.07963085174560547,1
200,0.01,0.9,10,42,64,57.33,11010000000001000100101111111111,0,0.11460208892822266,1
